factor(Management_Group)201701_HI_ME01 factor(Management_Group)201701_MI_MD01 factor(Management_Group)201701_MI_ME01 factor(Management_Group)201801_FEH_HGD1 factor(Management_Group)201801_FEH_HGD2 factor(Management_Group)201801_FES_MD01 factor(Management_Group)201801_FES_ME01 factor(Management_Group)201802_FEH_HGD1 factor(Management_Group)201802_FEH_HGD2 factor(Management_Group)201802_FES_MD01 factor(Management_Group)201802_FES_ME01 factor(Management_Group)201901_FEH_HGD1 factor(Management_Group)201901_FEH_HGD2 factor(Management_Group)201902_FEH_HGD1 factor(Management_Group)201902_FEH_HGD2 heterosis perANS perHHS perARS perSHS perDSS perBMS perBRS perBNS perSGS perBVS perCHS perCAS perGVS perLMS perMAS perSAS perSMS perTAS perBVSo perCHSo perLMSo perHH perAN perSM perCH perM2 perM3 perRS perBV perBR perXB perRO
0.1390263 0.1412925 0.1169356 0.08437007 0.04249549 0.4225039 0.4825153 -0.2912065 -0.320695 0.4142219 0.3513613 -0.1253096 -0.1199388 0.2609664 0.1915994 -0.00635157 0.2090589 0.1495624 0.1548564 0.05606881 0.1112916 0.1473351 -0.0703344 0.1700257 0.05027861 0.3465255 0.1556053 0.1874331 0.06411378 0.1052028 0.09488445 0.08750692 0.189426 -0.2784576 31.09183 0.2681797 -11.84416 0.02119824 0.5598956 0.2398325 0.4165066 0.6302853 1.366569 1.012082 -222.0518 -2.588925 -0.1846046 4.377503
-0.0300603 -0.008348597 0.06099545 0.0754244 -0.00347429 0.2026504 0.3382825 -0.2645529 -0.3531307 0.2431062 0.1577597 -0.1125106 -0.1336837 0.2078373 0.1601732 0.05242719 0.2316387 0.135432 0.2010676 0.1903001 0.3277891 0.2618593 0.2301476 0.2058009 0.04430262 0.2462616 0.2451105 0.1010726 0.1813636 0.1223716 0.1227466 0.03356286 0.2616697 -0.1361294 58.0258 3.428921 -42.09705 -0.04901608 -0.05687927 0.2585185 0.2384159 0.236119 0.6699687 -2.110755 -84.10282 -0.2415792 -0.1295404 3.496707
-0.0004921156 -0.02047537 0.009237954 -0.1162965 -0.0542692 0.1745348 0.2194593 -0.4533981 -0.4682684 0.2412874 0.1652021 -0.321289 -0.2614256 0.1229892 0.02863699 0.06045644 0.2090633 0.1579978 0.1084115 0.08418514 0.4423795 0.2236174 0.2382636 0.1751939 0.1481726 0.2730876 0.1563506 -0.02181379 0.100275 0.1571593 0.1133013 0.1466483 0.1582069 -0.2633388 63.85408 10.26209 -58.37619 0.02678771 -0.166771 0.1725911 0.07455658 -0.8824608 1.45987 -3.513943 -38.48712 -1.418606 -0.4502767 0.5761813
0.07969262 -0.005519492 0.03703633 -0.05174764 -0.09891219 0.3141922 0.34614 -0.3698766 -0.4761303 0.4304718 0.2757436 -0.237886 -0.2454179 0.1084197 0.1106495 -0.01554433 0.2003583 0.05529247 0.08825741 0.1224493 0.2082578 0.245867 0.03912719 0.1190924 0.05725442 0.2726045 0.2011525 0.03406623 0.07049996 0.1366095 -0.01540936 0.2491488 0.1522368 -0.2321607 66.45965 4.500298 -49.46985 0.01122776 0.2255697 0.1653277 -0.0320261 -0.4938205 0.8717031 -1.817921 -92.42775 -1.5651 -0.3138666 -0.9097968
-0.04872986 0.01370991 -0.02347953 -0.09348006 0.05532871 0.2037049 0.266322 -0.3924617 -0.4451067 0.2578179 0.2228977 -0.2362793 -0.3035542 0.2017722 0.0622611 0.04828897 0.08990498 -0.05485604 -0.0298432 -0.03715354 -0.03078087 0.04559762 0.2036205 0.08327336 0.05492239 0.141151 0.08942479 -0.03040581 -0.02367459 0.03555034 0.002276681 0.09909625 0.1144378 -0.2513143 61.7601 4.71285 -0.7750109 -0.002120948 0.07647794 0.07532857 -0.03991094 -0.3573095 0.4660205 -1.306401 -686.1984 -1.296961 -0.5939216 2.922627
-0.01870937 0.06481892 -0.0286019 0.1223746 0.08167549 0.2860805 0.3792814 -0.2485171 -0.3310763 0.2673602 0.1755088 -0.07407133 -0.1521141 0.3400434 0.2261804 0.05254554 0.06775752 0.001292787 0.01114829 -0.08185544 0.1175538 -0.05027136 -0.1301796 0.0850256 -0.0416338 0.3189416 0.1271889 0.01080091 0.04478132 0.1032387 0.07957426 0.07986071 0.1058295 -0.3475211 48.65292 -0.9568831 19.46537 0.1616479 0.3224383 0.2217277 0.05673349 0.1004765 0.80223 0.31996 -690.1785 -0.09624567 -0.2981169 3.487236
0.07722905 0.1070741 0.06351844 0.0815059 0.08950605 0.3314933 0.4562213 -0.2430741 -0.4052048 0.3772353 0.2813068 -0.1058816 -0.1542007 0.2423705 0.1816773 0.02390908 0.1177437 0.1100047 0.0312972 -0.02015049 0.2476386 0.09590975 0.05756924 0.05217315 0.01219307 0.03937735 0.1587968 -0.05894415 0.113399 0.06337918 0.1054872 0.07257849 0.03566246 -0.167128 -29.28025 -2.627111 44.02989 0.1560532 -0.107282 0.1765807 -0.02322462 -0.1450548 0.3792858 0.1999582 -20.1281 -1.443966 -0.2134925 0.7969619
0.08965851 0.04024469 0.08940708 0.02999613 0.08093893 0.3880821 0.4742422 -0.2964981 -0.3973013 0.409547 0.3040634 -0.02268078 -0.2281463 0.2465588 0.1656903 0.05105277 0.1844351 0.1330218 0.2350637 0.0438524 0.190051 0.1665941 0.1879929 0.1499268 0.2340249 0.3364815 0.2189596 0.0994828 0.07348452 0.1580527 0.07830835 0.2494162 0.136181 -0.1281953 -3.618572 3.437891 34.80993 -0.07549692 0.3378103 0.3180398 0.2507518 0.6246289 0.7562569 -4.054168 -398.3595 -1.469009 -0.1888941 3.825739
0.1065205 0.03940143 0.04764627 -0.04565392 -0.01395477 0.4006316 0.4417736 -0.3716941 -0.4416928 0.3674074 0.3298406 -0.2445497 -0.3167796 0.1015537 -0.00700215 0.07684181 0.2337283 0.1069506 0.197818 0.1293832 0.1554686 0.1840898 0.09187662 0.2407441 0.1033657 0.2039053 0.1773863 0.1502916 0.1790384 0.1890323 0.1923494 0.1575255 0.2514665 -0.2510042 13.43366 7.091462 -6.408059 0.19703 0.1952562 0.4143724 0.2390871 0.7088343 0.6392814 -2.014267 42.30358 1.161149 0.07377686 2.58097
0.07190768 0.1125249 0.09897544 -0.08108191 -0.08249128 0.3210618 0.3491537 -0.4238178 -0.4168611 0.4374026 0.3141816 -0.2345052 -0.3350284 0.1340706 0.05853194 0.01771677 0.2985046 0.2218153 0.1604864 0.2007197 0.3804459 0.2708567 0.2373629 0.2304104 0.2455168 0.2407693 0.2922577 0.2613358 0.2531666 0.2156205 0.2288979 0.1798878 0.315554 -0.08276386 -48.70208 1.728548 91.01455 0.2071279 0.398662 0.4076653 0.3524548 -0.1366632 0.5266481 -1.933484 -499.7118 -1.057338 -0.07754218 1.377256
