AnimalID,SampleID,ADDMI_keep,ADG_keep,FCR,Gender,Management_Group,heterosis,mathet,perANS,perHHS,perARS,perSHS,perDSS,perBMS,perBRS,perBNS,perSGS,perBVS,perCHS,perCAS,perGVS,perLMS,perMAS,perSAS,perSMS,perTAS,perBVSo,perCHSo,perLMSo,perHH,perAN,perSM,perCH,perM2,perM3,perRS,perBV,perBR,perXB,perRO
20172698,D4,9.71692307692308,1.6543219416,5.87365906996629,Steer,201701_HI_MD01,0.8125,1,0,0,0,0,0,0,0.5,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
20172704,G13,10.7215384615385,1.2401295606,8.64549866576131,Steer,201701_HI_ME01,1,0.25,0,0,0.4375,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0
20181003,Sample365,11.8095238095238,0.9569162679,12.3412300591779,Heifer,201801_FEH_HGD1,0.5,1,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
20181004,Sample156,7.54444444444444,1.2926762111,5.83629866447725,Steer,201801_FES_ME01,0.46875,0.9375,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0.0625
20181006,Sample12,11.0714285714286,1.1497147013,9.62971818913852,Heifer,201801_FEH_HGD1,0.234375,0.46875,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0.0625,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0
20181011,Sample141,8.7968253968254,0.6875630863,12.7942083746293,Steer,201801_FES_MD01,0.484375,0.96875,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0.09375,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.125,0
20181013,Sample67,13.7095238095238,1.4126823849,9.70460448580894,Heifer,201801_FEH_HGD1,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0.875,0,0,0,0,0,0.09375,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0
20181015,Sample361,10.6730158730159,1.1124168607,9.59443914424289,Heifer,201801_FEH_HGD1,0.5,1,0,0,0.03125,0,0,0,0,0.125,0,0.0625,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0
20181016,Sample368,13.7761904761905,0.9855548746,13.9781059697784,Heifer,201801_FEH_HGD2,0.375,0.75,0.75,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0.125,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0
20181017,Sample10,8.51269841269841,1.3883826642,6.1313776325517,Heifer,201801_FEH_HGD1,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0
20181018,Sample63,10.7857142857143,0.8773018945,12.2941878426712,Heifer,201801_FEH_HGD1,0.3046875,0.609375,0,0,0,0,0,0,0,0,0,0,0,0,0.84375,0,0,0.109375,0.015625,0,0,0,0,0,0.015625,0,0,0.015625,0,0,0,0,0,0
20181034,Sample59,10.4428571428571,1.0546669608,9.90156848654469,Heifer,201801_FEH_HGD1,0.3125,0.625,0,0,0,0.84375,0,0,0,0,0,0,0,0,0.109375,0.015625,0,0,0,0,0,0,0,0,0.015625,0,0.015625,0,0,0,0,0,0,0
20181037,Sample55,11.5190476190476,1.144800635,10.0620555814486,Heifer,201801_FEH_HGD1,0.5390625,0.926757813,0.21875,0.0625,0.5,0,0,0,0,0,0,0,0,0,0,0.015625,0,0,0.09375,0,0,0,0,0.078125,0,0,0,0,0.015625,0.015625,0,0,0,0
20181038,Sample192,9.65238095238095,1.5481157723,6.23492191287518,Steer,201801_FES_ME01,0.9609375,1,0.5,0,0,0,0,0,0,0,0,0,0.015625,0,0,0,0,0.203125,0,0,0,0,0,0,0.015625,0,0,0.015625,0,0,0,0,0.25,0
20181044,Sample203,9.31269841269841,1.5119156971,6.15953550225126,Steer,201801_FES_ME01,0.0625,0.125,0.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0.03125,0,0,0,0,0,0,0,0,0
20181046,Sample52,16.3444444444444,1.1499546645,14.2131206985895,Heifer,201801_FEH_HGD2,0.125,0.25,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0.875,0,0,0,0,0,0,0.0625,0.03125,0,0,0,0,0,0,0
20181055,Sample173,10.2777777777778,1.5096842543,6.80789890237234,Steer,201801_FES_MD01,0.5,1,0.125,0.0625,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0
20181058,Sample171,11.2650793650794,1.6690094547,6.74955994608445,Steer,201801_FES_ME01,0.5,1,0.21875,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0.25,0,0,0,0,0,0,0
20181059,Sample360,11.5349206349206,0.9016734911,12.7927911253646,Heifer,201801_FEH_HGD2,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0.125,0.125,0,0,0,0,0,0,0
20181061,Sample138,9.62063492063492,1.1891553036,8.09030989603276,Steer,201801_FES_ME01,0.5,1,0.75,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1875,0,0,0,0,0,0,0,0,0,0
20181065,Sample102,10.1698412698413,1.4940337906,6.80696871371101,Steer,201801_FES_MD01,0.125,0.25,0,0,0,0,0,0,0,0,0,0,0.875,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0.0625,0,0,0,0,0,0,0
20181067,Sample104,9.73015873015873,1.343825062,7.24064389428594,Steer,201801_FES_MD01,0.4375,0.875,0,0.5,0,0.21875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28125,0,0,0,0,0,0,0,0,0,0
20181070,Sample43,7.52539682539683,1.1371939243,6.61751409728036,Heifer,201801_FEH_HGD2,0.25,0.5,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0.875,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0
20181071,Sample18,13.0206349206349,0.8984686681,14.4920300316869,Heifer,201801_FEH_HGD2,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0.125,0,0.125,0,0,0,0,0,0,0
20181074,Sample31,12.1571428571429,1.2838650201,9.46917523790464,Heifer,201801_FEH_HGD1,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0
20181078,Sample161,9.03333333333333,1.2077697185,7.47935073629132,Steer,201801_FES_MD01,0.15625,0.3125,0,0,0,0,0,0,0,0,0,0,0.0078125,0,0,0.921875,0,0,0,0,0,0,0,0.0078125,0,0,0,0,0,0,0,0,0.0625,0
20181083,Sample27,11.1904761904762,1.0460736053,10.6975992260764,Heifer,201801_FEH_HGD1,0.5,1,0,0.75,0,0,0,0,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0
20181091,Sample189,9.86507936507937,1.3649750343,7.22729655648132,Steer,201801_FES_MD01,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0.125,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
20181093,Sample41,13.0142857142857,1.1176374772,11.6444607305852,Heifer,201801_FEH_HGD2,0.25,0.5,0.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.0625,0,0,0,0,0,0,0,0,0
20181097,Sample91,10.5698412698413,1.2291306341,8.59944498705036,Heifer,201801_FEH_HGD2,0.25,0.5,0,0,0,0.875,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0
20181104,Sample37,9.08571428571429,1.2410740929,7.32084759297797,Heifer,201801_FEH_HGD1,0.6875,0.75,0,0.0625,0,0,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0
20181115,Sample36,9.60634920634921,1.0395521272,9.24085378212211,Heifer,201801_FEH_HGD1,0.5,1,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0.75,0,0,0,0,0.125,0,0,0.0625,0,0,0,0,0,0,0
20181116,Sample117,9.55555555555556,1.5094489227,6.33049281221336,Steer,201801_FES_ME01,0.25,0.5,0.0625,0.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0.0625,0,0,0,0,0,0,0,0,0
20181118,Sample152,10.0761904761905,1.755031657,5.74131551188907,Steer,201801_FES_ME01,0,0,0.21875,0,0.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09375,0,0,0,0,0,0,0,0,0
20181120,Sample14,9.04285714285714,0.8062609228,11.2157948960901,Heifer,201801_FEH_HGD1,0.7109375,0.796875,0,0,0.0625,0,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0
20181122,Sample114,8.31746031746032,1.4061343584,5.91512487250828,Steer,201801_FES_ME01,0.5,1,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1875,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0
20181124,Sample33,15.2301587301587,1.0104442679,15.0727350473386,Heifer,201801_FEH_HGD2,0.5,1,0.75,0,0,0,0,0,0,0,0,0,0.09375,0,0,0,0,0,0,0,0,0,0,0.03125,0,0.125,0,0,0,0,0,0,0,0
20181129,Sample20,7.52539682539683,0.7970016254,9.44213485338875,Heifer,201801_FEH_HGD1,0.046875,0.09375,0.21875,0,0.71875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.03125,0,0,0,0,0
20181135,Sample84,9.50793650793651,0.8979380674,10.5886328390854,Heifer,201801_FEH_HGD1,0.72265625,1,0,0,0,0.21875,0,0,0,0.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0.0625,0,0,0,0,0,0,0,0,0
20181147,Sample186,8.55238095238095,1.4893781035,5.7422496895067,Steer,201801_FES_ME01,0.499511719,0.999023438,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018188477,0,0.000244141,0.000244141,0.125,0.106323242,0,0,0,0,0,0,0
20181149,Sample359,8.63492063492063,0.8177285538,10.5596418209857,Heifer,201801_FEH_HGD1,1,1,0.5,0,0,0,0.25,0,0,0,0,0,0.1875,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0
20181153,Sample72,11.4269841269841,1.2678720567,9.01272653387923,Heifer,201801_FEH_HGD1,0.0625,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0.96875,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0
20181154,Sample130,9.57142857142857,1.1973567212,7.99379867499805,Steer,201801_FES_MD01,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
20181164,Sample68,11.1,1.1195783623,9.9144467004496,Heifer,201801_FEH_HGD1,0.859375,1,0.5,0,0,0,0,0,0,0.0625,0,0,0,0,0.125,0.03125,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0.25,0
20181167,Sample212,9.41587301587302,1.6596373714,5.67345203122908,Steer,201801_FES_ME01,0.5,1,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0.125,0,0,0,0,0,0,0,0
20181168,Sample109,7.85714285714286,1.1131891438,7.05822806564713,Steer,201801_FES_MD01,0.125,0.25,0.875,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0.03125,0,0,0,0,0,0,0
20181175,Sample118,10.2349206349206,1.0232403239,10.0024602196198,Steer,201801_FES_MD01,1,0.125,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46875,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0,0
20181176,Sample149,10.3666666666667,1.7192169592,6.02987692227662,Steer,201801_FES_ME01,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0.8125,0,0,0,0,0,0.0625,0,0,0,0,0,0,0.0625,0.0625,0,0,0,0,0,0,0
20181182,Sample194,8.78730158730159,1.6093388013,5.46019370203672,Steer,201801_FES_MD01,0.5,1,0,0.125,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0.0625,0.75,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0
20181187,Sample64,7.90793650793651,0.9523512958,8.30359190228605,Heifer,201801_FEH_HGD1,0,0,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0
20181190,Sample128,7.85555555555556,1.4037364105,5.59617567571498,Steer,201801_FES_MD01,0,0,0,0.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1875,0,0,0,0,0,0,0,0,0,0
20181199,Sample60,8.22698412698413,0.9197221715,8.94507535201257,Heifer,201801_FEH_HGD1,0,0,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0
20181200,Sample136,8.80952380952381,1.2624717434,6.97799681900097,Steer,201801_FES_MD01,0.5625,1,0.21875,0,0,0,0,0,0,0,0,0,0,0,0,0.71875,0,0,0,0,0,0,0,0,0.03125,0,0.03125,0,0,0,0,0,0,0
20181202,Sample9,12.4460317460317,1.2495105495,9.96072562253445,Heifer,201801_FEH_HGD1,0.5,1,0.75,0,0,0,0,0,0,0,0,0,0.03125,0,0,0.1875,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0,0
20181204,Sample179,9.48730158730159,1.9580931702,4.84517372905833,Steer,201801_FES_ME01,0.2734375,0.546875,0.625,0.015625,0,0,0,0,0,0,0,0,0,0.21875,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0.015625,0,0,0,0,0
20181219,Sample7,11.4269841269841,1.1686577392,9.77787058065985,Heifer,201801_FEH_HGD1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0.125,0,0.125,0,0,0,0,0,0,0,0
20181220,Sample115,9.16507936507936,1.4452841118,6.34136865565131,Steer,201801_FES_MD01,0.4375,0.875,0,0.625,0,0.21875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15625,0,0,0,0,0,0,0,0,0,0
20181239,Sample110,6.77936507936508,1.1365290269,5.96497310575208,Steer,201801_FES_ME01,0.5,1,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0.109375,0,0,0,0,0,0,0,0,0.015625,0,0.125,0,0,0,0,0,0,0
20181243,Sample120,11.4952380952381,1.8621974236,6.17294275545474,Steer,201801_FES_MD01,0.21875,0.4375,0.875,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0
20181249,Sample6,10.0857142857143,1.0674485689,9.44843112779434,Heifer,201801_FEH_HGD1,0.7890625,0.977539063,0.5,0,0,0,0,0,0,0.09375,0,0,0.0625,0,0,0.234375,0,0,0,0,0,0,0,0,0.046875,0,0.0625,0,0,0,0,0,0,0
20181252,Sample19,10.5587301587302,0.8755560479,12.0594565979585,Heifer,201801_FEH_HGD1,0.125,0.25,0.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0
20181258,Sample22,8.21269841269841,0.6308566158,13.0183281065916,Heifer,201801_FEH_HGD1,0.125,0.25,0,0.9375,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0
20181264,Sample56,10.3222222222222,1.2050598741,8.56573390590354,Heifer,201801_FEH_HGD1,0.5,1,0.125,0,0,0,0,0,0,0,0,0,0.625,0,0,0.0625,0,0,0,0,0,0,0,0,0.0625,0,0.125,0,0,0,0,0,0,0
20181267,Sample53,9.67936507936508,1.3211647406,7.32638768044116,Heifer,201801_FEH_HGD1,1,0.6015625,0,0,0,0,0,0,0,0,0.4375,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0
20181268,Sample209,7.82539682539683,1.0138571288,7.7184413889351,Steer,201801_FES_MD01,0.8125,1,0.5,0,0,0,0,0,0,0,0,0,0,0.1875,0,0,0,0,0.25,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0
20181275,Sample211,9.38571428571429,1.2481588775,7.5196471017483,Steer,201801_FES_ME01,0.234375,0.46875,0,0,0.875,0.09375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0
20181280,Sample92,11.8619047619048,0.8535028853,13.8979082158995,Heifer,201801_FEH_HGD1,0.78125,1,0.03125,0.1875,0,0.25,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0
20181281,Sample148,7.34285714285714,1.0467709457,7.01476972877462,Steer,201801_FES_MD01,1,1,0,0.0625,0,0,0,0,0,0,0,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0.0625,0,0.125,0,0,0,0,0,0,0,0
20181286,Sample89,16.0285714285714,1.1072611334,14.4758728949091,Heifer,201801_FEH_HGD2,0.5,1,0,0,0,0,0,0,0,0,0,0,0.125,0,0.75,0,0,0,0,0,0,0,0,0.0625,0,0,0.0625,0,0,0,0,0,0,0
20181292,Sample181,8.61746031746032,1.2409066813,6.94448700077308,Steer,201801_FES_MD01,0.125,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0
20181296,Sample103,9.55238095238095,1.8183784846,5.25324129892697,Steer,201801_FES_ME01,1,0.78125,0,0.1875,0,0,0,0.25,0,0,0,0,0,0,0,0.5,0,0,0.03125,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0,0
20181300,Sample16,10.6079365079365,0.8162014725,12.9967132691451,Heifer,201801_FEH_HGD1,0.3125,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0.84375,0.109375,0,0,0,0,0,0,0,0.015625,0.03125,0,0,0,0,0,0,0,0,0
20181310,Sample77,11.6936507936508,0.6078984362,19.2361916025781,Heifer,201801_FEH_HGD1,1,1,0,0.125,0,0,0,0,0,0,0,0,0.5,0,0,0.0625,0,0,0.25,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0
20181318,Sample49,10.852380952381,1.0184371228,10.6559165111189,Heifer,201801_FEH_HGD2,0.125,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9375,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0
20181339,Sample46,10.8952380952381,1.3351991845,8.16000954892592,Heifer,201801_FEH_HGD2,1,1,0.5,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0
20181357,Sample42,9.08571428571429,1.3893033382,6.53976279758016,Heifer,201801_FEH_HGD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
20181365,Sample174,7.34126984126984,0.7505465925,9.7812313247826,Steer,201801_FES_MD01,0.5,1,0,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0
20181370,Sample207,8.48888888888889,1.6681168671,5.08890537366648,Steer,201801_FES_ME01,0.875,1,0.5625,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0
20181376,Sample38,12.4746031746032,1.429688215,8.72540113552183,Heifer,201801_FEH_HGD2,0.96875,0.25,0,0,0,0.4375,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0
20181377,Sample35,8.62698412698413,1.1630712113,7.41741695879609,Heifer,201801_FEH_HGD2,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.0625,0,0,0,0,0.125,0,0.0625,0,0,0,0,0,0,0,0
20181385,Sample69,8.1984126984127,0.907616959,9.03289941546002,Heifer,201801_FEH_HGD1,0.75,1,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0
20181386,Sample83,9.66666666666667,1.1446119571,8.4453657911789,Heifer,201801_FEH_HGD2,0.75,1,0.5625,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0.125,0,0,0,0,0,0,0
20181387,Sample111,8.51904761904762,0.9334237686,9.12666669269088,Steer,201801_FES_MD01,0.75,1,0,0,0.25,0,0,0,0,0,0,0,0.125,0.5,0,0,0,0,0,0,0,0,0,0,0,0.0625,0.0625,0,0,0,0,0,0,0
20181423,Sample75,11.2634920634921,0.9739787618,11.5644123930137,Heifer,201801_FEH_HGD1,1,1,0,0.25,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0.5,0.0625,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0
20181428,Sample180,9.65396825396825,1.4737579851,6.55057909885604,Steer,201801_FES_ME01,1,1,0.25,0,0,0,0,0,0,0,0.5,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0
20181429,Sample107,8.6015873015873,1.3855022974,6.20828079298665,Steer,201801_FES_MD01,1,1,0,0,0,0.1875,0,0,0,0,0,0,0,0,0,0.03125,0.5,0,0.25,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0
20181440,Sample182,8.88730158730159,1.1852321233,7.49836374883005,Steer,201801_FES_ME01,0.984375,0.625,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.34375,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.125,0
20181444,Sample185,9.75238095238095,2.00015591,4.87581038239212,Steer,201801_FES_MD01,1,0.5,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0.5,0,0.25,0,0,0,0,0,0,0.125,0.0625,0,0,0,0,0,0,0
20181445,Sample76,11.731746031746,1.0435239757,11.2424307490169,Heifer,201801_FEH_HGD1,0.25,0.5,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0
20181447,Sample157,9.52698412698413,1.5076759552,6.3189865793942,Steer,201801_FES_MD01,0.5625,0.625,0,0,0.5,0,0,0,0,0,0,0,0,0.4375,0,0,0,0,0.03125,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0
20181449,Sample65,9.05714285714286,1.0626447782,8.52320835988545,Heifer,201801_FEH_HGD2,0.8125,1,0.125,0.25,0.0625,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0
20181451,Sample123,9.72539682539682,1.7949101918,5.41831946234806,Steer,201801_FES_ME01,1,0,0,0.3125,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.1875,0,0,0,0,0,0,0,0,0,0
20181460,Sample95,11.0539682539683,1.4788892609,7.47450708191714,Steer,201801_FES_MD01,1,1,0.25,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0.1875,0,0,0,0,0,0,0,0
20181474,Sample177,11.3079365079365,1.6280624225,6.94564062879875,Steer,201801_FES_MD01,0.0625,0.125,0,0,0,0.96875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0
20181481,Sample108,8.46984126984127,1.3397238789,6.3220797981115,Steer,201801_FES_MD01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.25,0,0,0,0,0.125,0,0,0.125,0,0,0,0,0,0,0
20181486,Sample3,7.93333333333333,0.5968121912,13.2928473149684,Heifer,201801_FEH_HGD2,0.6015625,0.734375,0,0,0,0,0,0,0,0.875,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0
20181491,Sample165,9.10793650793651,0.9465790796,9.62194992919692,Steer,201801_FES_ME01,0.9375,0.6015625,0.53125,0,0,0,0,0,0,0,0.4375,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0,0
20181495,Sample172,9.21428571428571,1.4324762536,6.43241777385769,Steer,201801_FES_MD01,0.875,1,0,0,0,0,0,0.5,0.125,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
20181501,Sample178,10.368253968254,1.7046009943,6.08251080629677,Steer,201801_FES_ME01,1,1,0,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0.25,0
20181506,Sample364,14.4349206349206,0.8875837299,16.2631649822456,Heifer,201801_FEH_HGD2,1,1,0,0,0,0,0,0.5,0,0,0,0,0.1875,0,0,0,0,0,0,0.25,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0
20181509,Sample363,8.8952380952381,1.0930219716,8.13820611695204,Heifer,201801_FEH_HGD1,0.75,0.8125,0.25,0,0,0,0,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0.0625,0,0,0,0
20181510,Sample97,8.38253968253968,1.4350280333,5.84137695433248,Steer,201801_FES_ME01,1,1,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0.5,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0
20181511,Sample11,10.1634920634921,0.7611509352,13.3527945555522,Heifer,201801_FEH_HGD1,1,1,0,0.25,0,0,0,0,0,0,0.5,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0.0625,0,0,0,0,0,0,0
20181513,Sample168,9.19047619047619,1.4286827912,6.43283186938704,Steer,201801_FES_MD01,0.875,0.8125,0,0,0,0,0,0.375,0,0,0,0,0.5625,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0
20181520,Sample5,13.8079365079365,1.3323033493,10.3639584147193,Heifer,201801_FEH_HGD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
20181521,Sample100,10.5301587301587,1.727371741,6.09605823704322,Steer,201801_FES_ME01,0.9921875,0.125,0,0,0,0,0,0,0,0,0,0,0.46875,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0
20181526,Sample21,11.3809523809524,1.1829359182,9.62093736934632,Heifer,201801_FEH_HGD2,1,0.875,0.5,0.125,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
